ccaa,CPRO,CMUN,dist,secc,t1_1,t2_1,t2_2,t3_1,t4_1,t4_2,t4_3,t5_1,t6_1,t7_1,t8_1,t9_1,t10_1,t11_1,t12_1,NSEC,area,elevation,densidad_hab_km2
13,28,106,01,031,1709,0.5214,0.4786,38.7244,0.1767,0.691,0.1322,0.1966,0.2417,0.0412,0.0256,0.1336,0.229,0.4499,0.5835,Parla - 01.031,65568.1868671646,644,26064.46939675615
13,28,106,01,032,1603,0.4928,0.5072,40.3643,0.1734,0.6594,0.1672,0.2146,0.2882,0.0309,0.0181,0.1208,0.1963,0.4604,0.5728,Parla - 01.032,47354.4261675612,644,33851.11234011929
13,28,106,01,033,1093,0.5032,0.4968,41.4016,0.1848,0.6267,0.1885,0.2983,0.36870000000000003,0.0224,0.0123,0.0887,0.2756,0.3805,0.5253,Parla - 01.033,21565.0327842219,644,50683.90161686638
13,28,106,01,034,2360,0.4881,0.5119,38.5356,0.1945,0.6746,0.1309,0.2089,0.2703,0.0342,0.021,0.1673,0.1803,0.5071,0.6186,Parla - 01.034,71319.008248844,635,33090.75740040528
13,28,106,01,035,2365,0.4901,0.5099,40.9256,0.1611,0.6685,0.1704,0.3357,0.4203,0.0217,0.0146,0.1371,0.2167,0.4209,0.5373,Parla - 01.035,49913.6027757562,644,47381.87324655946
13,28,106,01,036,1779,0.511,0.489,43.0866,0.1512,0.6431,0.2057,0.1754,0.2468,0.0344,0.0258,0.1702,0.176,0.4497,0.5457,Parla - 01.036,2017119.22385283,640,881.9508430453564
13,28,106,01,037,1218,0.5033,0.4967,41.4663,0.1609,0.6617,0.1773,0.1954,0.2619,0.0215,0.0166,0.1458,0.1881,0.4393,0.5411,Parla - 01.037,22978.8958707317,644,53005.15772611046
13,28,106,01,038,1593,0.5148,0.4852,40.6252,0.1764,0.6667,0.1569,0.2178,0.2555,0.0198,0.013,0.1753,0.1835,0.4748,0.5816,Parla - 01.038,166395.903366324,644,9573.553000839058
13,28,106,01,039,2252,0.5027,0.4973,36.8424,0.2096,0.6949,0.0955,0.0897,0.1101,0.0522,0.0343,0.1758,0.1386,0.5376,0.6242,Parla - 01.039,43426.5812792751,644,51857.639576034104
13,28,106,01,040,1294,0.4861,0.5139,42.1213,0.1291,0.704,0.1669,0.1855,0.2558,0.0497,0.0266,0.1295,0.1646,0.4774,0.5714,Parla - 01.040,173129.663331556,635,7474.166905308988
13,28,106,01,041,2037,0.485,0.515,38.647,0.1718,0.7266,0.1016,0.1811,0.1816,0.067,0.0504,0.2857,0.1094,0.5501,0.6177,Parla - 01.041,1282794.50438104,658,1587.939450194999
13,28,106,01,042,2084,0.501,0.499,36.9707,0.2274,0.6756,0.0969,0.0821,0.1132,0.0491,0.0329,0.2702,0.1104,0.6006,0.6752,Parla - 01.042,129746.727097702,651,16062.062193142734
13,28,106,01,043,2624,0.4905,0.5095,40.2912,0.1989,0.6376,0.1635,0.1128,0.1528,0.0509,0.0343,0.2702,0.1265,0.5224,0.598,Parla - 01.043,3786101.16681368,648,693.0612480723308
13,28,106,01,044,2178,0.5064,0.4936,36.8168,0.2121,0.6947,0.0932,0.1538,0.1919,0.0519,0.0379,0.271,0.1453,0.5758,0.6737,Parla - 01.044,115890.256961328,651,18793.641994656897
13,28,106,01,045,992,0.5141,0.4859,42.748,0.124,0.6865,0.1895,0.1391,0.1835,0.038,0.0242,0.1646,0.1809,0.4638,0.5662,Parla - 01.045,37955.2502444551,644,26136.041617718507
13,28,106,01,046,1138,0.5176,0.4824,42.848,0.1547,0.6107,0.2346,0.1555,0.2188,0.0364,0.0239,0.157,0.1484,0.4532,0.5322,Parla - 01.046,128180.68663226,644,8878.092557460173
13,28,106,01,047,1918,0.5042,0.4958,36.1038,0.2086,0.7096,0.0819,0.0871,0.1126,0.0547,0.027,0.1509,0.1572,0.5402,0.641,Parla - 01.047,43936.3714151543,644,43654.03737775336
13,28,106,01,048,2707,0.4969,0.5031,38.1829,0.2017,0.6915,0.1068,0.0946,0.1212,0.0676,0.0495,0.3128,0.1185,0.5613,0.6367,Parla - 01.048,549098.468527293,628,4929.899016583122
13,28,106,01,049,2323,0.514,0.486,34.8209,0.2376,0.6853,0.0771,0.2234,0.2475,0.0469,0.0322,0.2547,0.1096,0.6104,0.6855,Parla - 01.049,1303422.77855153,648,1782.230630173196
13,28,106,01,050,2073,0.4785,0.5215,32.5239,0.2918,0.6561,0.0521,0.0941,0.1235,0.0361,0.0232,0.312,0.118,0.6826,0.7738,Parla - 01.050,65611.6031277913,635,31595.021325152393
13,28,106,01,051,1907,0.5029,0.4971,37.1091,0.2334,0.6508,0.1159,0.0965,0.1211,0.0499,0.0349,0.3379,0.1014,0.606,0.6744,Parla - 01.051,1268513.34800008,635,1503.3345947888934
13,28,106,01,052,2104,0.491,0.509,32.7714,0.2856,0.6549,0.0594,0.1288,0.1611,0.0273,0.0166,0.2768,0.118,0.6667,0.7558,Parla - 01.052,55897.8288130932,635,37640.10239172597
13,28,106,01,053,2110,0.4976,0.5024,32.6891,0.2815,0.6725,0.046,0.0891,0.1161,0.0541,0.0396,0.4189,0.0765,0.7012,0.7592,Parla - 01.053,100439.668493355,622,21007.636043119735
13,28,106,01,054,2795,0.4905,0.5095,32.8014,0.2741,0.6712,0.0547,0.1442,0.1814,0.0306,0.0207,0.3381,0.1029,0.6964,0.7762,Parla - 01.054,660431.547343424,622,4232.081297816324
13,28,106,01,055,1295,0.5042,0.4958,37.522,0.2216,0.678,0.1004,0.1876,0.2363,0.0714,0.0486,0.3274,0.1344,0.5685,0.6567,Parla - 01.055,116476.451422912,651,11118.127176608521
13,28,106,01,056,2047,0.4993,0.5007,32.7557,0.3053,0.6351,0.0596,0.0723,0.1094,0.0316,0.0211,0.3242,0.101,0.7011,0.7799,Parla - 01.056,59034.7472977308,622,34674.49415301696
13,28,106,01,057,1418,0.5226,0.4774,32.7362,0.2504,0.6932,0.0564,0.1283,0.1728,0.048,0.0339,0.3311,0.1264,0.6698,0.7667,Parla - 01.057,64384.4782617766,622,22023.941767993343
13,28,106,01,058,2590,0.4942,0.5058,30.4849,0.3154,0.6494,0.0351,0.412,0.3514,0.0406,0.0288,0.2115,0.2012,0.5465,0.6842,Parla - 01.058,1213366.73401358,628,2134.5566244698202
13,28,106,01,059,2740,0.5055,0.4945,31.8551,0.3109,0.6263,0.0628,0.1577,0.1887,0.0318,0.0233,0.2622,0.1952,0.5874,0.7299,Parla - 01.059,282293.802894872,635,9706.199611545828
13,28,106,01,060,3929,0.5001,0.4999,31.129,0.2952,0.6521,0.0527,0.1733,0.2174,0.0332,0.0231,0.2676,0.1496,0.6468,0.7606,Parla - 01.060,482302.016665866,635,8146.347857222353
13,28,106,01,061,1400,0.5179,0.4821,31.5293,0.3164,0.6307,0.0529,0.0914,0.1364,0.0261,0.0199,0.3678,0.1057,0.7158,0.8004,Parla - 01.061,302361.847685915,635,4630.213800830721
13,28,106,01,062,2605,0.5044,0.4956,34.6223,0.2338,0.6967,0.0695,0.1708,0.2008,0.0336,0.0235,0.2751,0.1571,0.6182,0.7335,Parla - 01.062,966170.879770178,648,2696.2104266893743
13,28,106,01,063,2530,0.5071,0.4929,31.9652,0.2846,0.6644,0.051,0.0877,0.119,0.0287,0.0166,0.3453,0.0974,0.7271,0.8055,Parla - 01.063,947306.108278431,622,2670.7312218199954
13,28,106,01,064,1938,0.5206,0.4794,30.8137,0.3055,0.6455,0.049,0.2064,0.2482,0.0319,0.0215,0.2801,0.2357,0.5565,0.7281,Parla - 01.064,108214.660545929,622,17908.84885858386
13,28,106,01,065,1294,0.4954,0.5046,32.1267,0.3083,0.6422,0.0495,0.0526,0.0657,0.0291,0.0156,0.36870000000000003,0.0781,0.7117,0.7721,Parla - 01.065,1622070.45618528,622,797.7458655175661
13,28,106,01,066,1995,0.4962,0.5038,32.6491,0.3008,0.6311,0.0682,0.0662,0.0947,0.028,0.0186,0.3075,0.1089,0.6925,0.7771,Parla - 01.066,115102.649453996,622,17332.355158317634
13,28,106,01,067,1910,0.4979,0.5021,35.7152,0.2236,0.699,0.0775,0.0932,0.1157,0.0492,0.0378,0.3311,0.1119,0.6365,0.7168,Parla - 01.067,3610692.59211996,622,528.9843849261549
13,28,107,01,001,523,0.5163,0.4837,48.065,0.1377,0.5774,0.2849,0.0535,0.0765,0.0288,0.02,0.3126,0.0941,0.5122,0.5654,Patones - 01.001,35051701.7846185,952,14.92081620497823
13,28,108,01,001,3181,0.5068,0.4932,39.7894,0.1943,0.6797,0.1261,0.1886,0.2285,0.0445,0.0312,0.4202,0.1147,0.554,0.6258,Pedrezuela - 01.001,24090761.6685225,851,132.04231745633672
13,28,108,01,002,2987,0.4905,0.5095,36.5772,0.2307,0.6843,0.085,0.1627,0.2123,0.0457,0.0348,0.389,0.1129,0.5983,0.6745,Pedrezuela - 01.002,4422575.96706767,854,675.398234477471
13,28,109,01,001,2814,0.4911,0.5089,43.2484,0.1457,0.656,0.1983,0.252,0.2814,0.0312,0.0183,0.2517,0.2502,0.4064,0.542,Pelayos de la Presa - 01.001,7515046.22419562,639,374.44879459822596
13,28,110,01,001,3037,0.4936,0.5064,41.6826,0.1673,0.6727,0.16,0.1712,0.1781,0.034,0.0217,0.2384,0.2099,0.4733,0.5991,Perales de Tajuña - 01.001,49231768.8596003,667,61.68780993144796
13,28,111,01,001,925,0.4638,0.5362,43.1838,0.1751,0.6227,0.2022,0.0951,0.0995,0.0328,0.021,0.2267,0.1236,0.5295,0.6042,Pezuela de las Torres - 01.001,41673318.2654597,847,22.196456593826646
13,28,112,01,001,196,0.4592,0.5408,50.0408,0.0765,0.648,0.2755,0.0612,0.0918,0.0552,0.0442,0.3315,0.1538,0.4254,0.5028,Pinilla del Valle - 01.001,25391408.1611106,1278,7.719146522176481
13,28,113,01,001,1052,0.5133,0.4867,43.3565,0.1283,0.6806,0.1911,0.2243,0.3099,0.0393,0.0284,0.2246,0.1864,0.4569,0.5616,Pinto - 01.001,32822.2710885224,615,32051.407934653085
13,28,113,01,002,2032,0.5064,0.4936,41.0025,0.1649,0.6796,0.1555,0.1708,0.2318,0.0401,0.0283,0.2693,0.158,0.5245,0.6229,Pinto - 01.002,78420.7332105618,615,25911.514937561533
13,28,113,01,003,1922,0.488,0.512,42.0645,0.1233,0.7326,0.1441,0.1779,0.2445,0.0576,0.038,0.2659,0.1639,0.5027,0.6012,Pinto - 01.003,97301.473499664,608,19753.04104728318
13,28,113,01,004,1267,0.5043,0.4957,44.8366,0.1287,0.6527,0.2186,0.1571,0.2249,0.0462,0.0281,0.24,0.148,0.4692,0.5507,Pinto - 01.004,55332.8833749157,608,22897.776561095954
13,28,113,01,005,2268,0.5128,0.4872,43.5723,0.1168,0.7059,0.1772,0.1587,0.2209,0.0584,0.0434,0.2506,0.1789,0.4813,0.5861,Pinto - 01.005,269216.361070477,615,8424.450843113036
13,28,113,01,006,1911,0.4971,0.5029,35.4704,0.2444,0.6698,0.0858,0.1052,0.1606,0.0575,0.0443,0.4411,0.1026,0.642,0.7154,Pinto - 01.006,13151410.0249037,610,145.3076131290334
13,28,113,01,007,1639,0.5296,0.4704,46.8054,0.1123,0.6138,0.2739,0.0958,0.1281,0.0399,0.022,0.2213,0.1649,0.4247,0.5086,Pinto - 01.007,58408.3793137618,615,28061.04225552154
13,28,113,01,008,1258,0.5127,0.4873,43.624,0.132,0.682,0.186,0.1391,0.1868,0.0348,0.0211,0.1996,0.1871,0.4853,0.5971,Pinto - 01.008,30899.6830462885,615,40712.391713387035
13,28,113,01,009,961,0.5088,0.4912,44.8564,0.1478,0.6004,0.2518,0.1145,0.1779,0.0391,0.0208,0.2125,0.1731,0.4432,0.536,Pinto - 01.009,64418.7758034525,608,14918.010906200667
13,28,113,01,010,1895,0.5108,0.4892,34.0971,0.2459,0.705,0.0491,0.095,0.1441,0.0665,0.049,0.4381,0.107,0.6655,0.7453,Pinto - 01.010,117784.232623802,608,16088.740893295595
13,28,113,01,011,2385,0.4939,0.5061,35.3828,0.257,0.6713,0.0717,0.1061,0.1455,0.053,0.0423,0.4182,0.1145,0.6371,0.7195,Pinto - 01.011,124521.241722709,608,19153.358631863426
13,28,113,01,012,1989,0.5063,0.49370000000000003,33.7441,0.2725,0.6823,0.0452,0.0669,0.0965,0.0567,0.0401,0.4748,0.0765,0.7091,0.7678,Pinto - 01.012,138327.703081219,608,14378.89848306208
13,28,113,01,013,3407,0.4916,0.5084,29.8776,0.2929,0.6842,0.0229,0.0907,0.1297,0.0369,0.0282,0.5114,0.0833,0.7812,0.8522,Pinto - 01.013,202487.501709263,608,16825.7298413008
13,28,113,01,014,1902,0.5,0.5,36.142,0.2056,0.6982,0.0962,0.0883,0.1335,0.041,0.0285,0.3157,0.1363,0.6208,0.7187,Pinto - 01.014,10865700.340667,619,175.04624095709718
13,28,113,02,001,1507,0.5196,0.4804,42.3497,0.146,0.6795,0.1745,0.1666,0.2415,0.0326,0.0218,0.244,0.1519,0.5206,0.6138,Pinto - 02.001,51952.3981193432,608,29007.323137195166
13,28,113,02,002,1094,0.4927,0.5073,43.4378,0.1508,0.6335,0.2157,0.2011,0.2697,0.0366,0.0226,0.2002,0.2237,0.4446,0.5727,Pinto - 02.002,66356.2776316629,608,16486.759641230696
13,28,113,02,003,1462,0.5103,0.4897,43.1218,0.1334,0.6847,0.1819,0.156,0.2066,0.045,0.0339,0.2707,0.145,0.4886,0.5714,Pinto - 02.003,63727.4426495503,608,22941.450954494183
13,28,113,02,004,2277,0.5094,0.4906,43.3966,0.1102,0.7286,0.1612,0.0957,0.1383,0.074,0.0563,0.3233,0.1285,0.5153,0.5913,Pinto - 02.004,7210410.53093216,628,315.79339210046754
13,28,113,02,005,1441,0.5121,0.4879,46.8917,0.1207,0.5954,0.2838,0.1256,0.1624,0.0355,0.0205,0.1768,0.1714,0.412,0.4972,Pinto - 02.005,40898.0155502532,608,35233.98337577972
13,28,113,02,006,1754,0.5051,0.4949,45.9487,0.1288,0.6135,0.2577,0.1135,0.1585,0.0432,0.0327,0.2677,0.1632,0.4431,0.5295,Pinto - 02.006,15603046.9560219,608,112.41394100419912
13,28,113,02,007,1744,0.5132,0.4868,42.324,0.1445,0.6932,0.1623,0.1227,0.1783,0.065,0.0462,0.3338,0.1386,0.5208,0.6046,Pinto - 02.007,75596.6111520637,615,23069.81719712167
13,28,113,02,008,2602,0.5096,0.4904,37.3132,0.21560000000000001,0.6987,0.0857,0.0523,0.0707,0.0657,0.0456,0.3356,0.1122,0.5968,0.6722,Pinto - 02.008,120420.779201874,608,21607.566544956404
13,28,113,02,009,1906,0.5037,0.4963,38.2162,0.1794,0.734,0.0866,0.0651,0.106,0.0793,0.0595,0.3133,0.1408,0.5659,0.6586,Pinto - 02.009,87020.1053530647,608,21902.9842846872
13,28,113,02,010,1653,0.4876,0.5124,37.02,0.2111,0.7205,0.0684,0.052,0.0726,0.0606,0.0452,0.398,0.1024,0.6388,0.7117,Pinto - 02.010,232858.499352115,608,7098.731652910073
13,28,113,02,011,1788,0.5185,0.4815,37.8412,0.222,0.6801,0.0979,0.0375,0.0755,0.0654,0.0431,0.3609,0.1176,0.6039,0.6844,Pinto - 02.011,79803.8010054278,628,22404.947853027592
13,28,113,02,012,1434,0.5195,0.4805,44.7406,0.1185,0.696,0.1855,0.0753,0.1039,0.0704,0.0562,0.3236,0.1552,0.4866,0.5759,Pinto - 02.012,114508.322303593,615,12523.107239298004
13,28,113,02,013,1295,0.4996,0.5004,43.9305,0.1135,0.7274,0.1591,0.0641,0.0749,0.0976,0.0749,0.3702,0.1103,0.527,0.5923,Pinto - 02.013,11472735.741871,621,112.87630336274138
13,28,113,02,014,2032,0.503,0.497,32.7662,0.3125,0.6417,0.0458,0.0699,0.0851,0.0401,0.0293,0.4295,0.0866,0.7244,0.7931,Pinto - 02.014,207939.662981643,608,9772.065467757266
13,28,113,02,015,3748,0.4987,0.5013,31.1358,0.2996,0.6638,0.0366,0.0694,0.1027,0.0392,0.0251,0.5307,0.0796,0.7661,0.8324,Pinto - 02.015,1259271.8344825,601,2976.3232189976375
13,28,114,01,001,184,0.4783,0.5217,47.0272,0.1141,0.6685,0.2174,0.0489,0.0761,0.0429,0.0307,0.4172,0.16,0.5153,0.6135,Piñuécar-Gandullas - 01.001,18226760.7204046,1052,10.09504666366828
13,28,115,01,001,2714,0.5158,0.4842,40.5169,0.1949,0.6308,0.1743,0.0637,0.1201,0.1011,0.0934,0.6293,0.087,0.4993,0.5469,Pozuelo de Alarcón - 01.001,3410863.10434844,705,795.6930304649219
13,28,115,01,002,2089,0.5352,0.4648,42.1355,0.1924,0.5974,0.2101,0.0843,0.1436,0.1061,0.1008,0.6372,0.0439,0.4902,0.5127,Pozuelo de Alarcón - 01.002,4283583.64407401,697,487.67578120949315
13,28,115,01,004,1134,0.5273,0.4727,41.4656,0.1543,0.6852,0.1605,0.2919,0.4303,0.0407,0.0302,0.1867,0.1344,0.5172,0.5975,Pozuelo de Alarcón - 01.004,16666.1373622207,693,68042.16090109666
13,28,115,01,005,945,0.5302,0.4698,44.0804,0.1577,0.6127,0.2296,0.1714,0.2487,0.0628,0.0452,0.392,0.1095,0.4698,0.5276,Pozuelo de Alarcón - 01.005,129305.530811229,693,7308.272075226158
13,28,115,01,006,1688,0.5124,0.4876,42.2376,0.1718,0.6398,0.1884,0.0829,0.1416,0.103,0.0966,0.6896,0.0367,0.5451,0.5658,Pozuelo de Alarcón - 01.006,1438572.74581982,675,1173.3852215016286
13,28,115,01,007,878,0.5319,0.4681,45.3417,0.1276,0.6435,0.2289,0.2175,0.336,0.0418,0.03,0.1775,0.1213,0.4634,0.5274,Pozuelo de Alarcón - 01.007,16342.6894584216,693,53724.32745747079
13,28,115,01,008,1220,0.5131,0.4869,46.2115,0.1426,0.609,0.2484,0.1418,0.1811,0.0564,0.0459,0.4187,0.1257,0.4455,0.5096,Pozuelo de Alarcón - 01.008,121264.303145688,693,10060.668872473418
13,28,115,01,009,1024,0.542,0.458,45.1152,0.1387,0.6123,0.249,0.1201,0.2158,0.0612,0.0578,0.3605,0.083,0.4887,0.5329,Pozuelo de Alarcón - 01.009,63503.4319318616,693,16125.11275136655
13,28,115,01,010,1356,0.5162,0.4838,42.3488,0.1438,0.6549,0.2013,0.1114,0.191,0.1206,0.1163,0.6339,0.0436,0.4729,0.4944,Pozuelo de Alarcón - 01.010,3546252.93406687,713,382.37543266405663
13,28,115,01,011,931,0.5456,0.4544,43.4382,0.1375,0.6563,0.2062,0.2342,0.3244,0.0349,0.0237,0.264,0.1136,0.4956,0.5592,Pozuelo de Alarcón - 01.011,41413.0003309311,705,22480.86331732506
13,28,115,01,012,2363,0.5154,0.4846,42.6682,0.1536,0.6513,0.1951,0.0499,0.1028,0.113,0.108,0.6855,0.0549,0.4905,0.519,Pozuelo de Alarcón - 01.012,239456.716586792,701,9868.171725070502
13,28,115,01,013,1400,0.525,0.475,40.845,0.1571,0.6829,0.16,0.2357,0.3843,0.0407,0.0305,0.2195,0.1478,0.5034,0.5907,Pozuelo de Alarcón - 01.013,54835.4422823387,693,25530.932946462424
13,28,115,01,014,1382,0.5094,0.4906,43.4385,0.1679,0.6085,0.2236,0.0847,0.1331,0.0817,0.0739,0.627,0.0801,0.4896,0.5322,Pozuelo de Alarcón - 01.014,427489.39717975,680,3232.8287183667862
13,28,115,01,015,1918,0.5235,0.4765,44.7758,0.1507,0.6011,0.2482,0.1251,0.1924,0.051,0.0411,0.4039,0.0885,0.4739,0.52,Pozuelo de Alarcón - 01.015,82554.9618764411,705,23233.00691326881
13,28,115,01,016,1739,0.4825,0.5175,45.2961,0.1374,0.6423,0.2202,0.0558,0.0983,0.0813,0.0733,0.5613,0.0703,0.4493,0.4833,Pozuelo de Alarcón - 01.016,309580.530240498,659,5617.278317370457
13,28,115,01,017,2348,0.5277,0.4723,41.1976,0.1678,0.6661,0.1661,0.0588,0.098,0.1192,0.1111,0.6934,0.0639,0.5322,0.5686,Pozuelo de Alarcón - 01.017,292855.407131206,693,8017.608494925425
13,28,115,01,018,1645,0.521,0.479,41.5137,0.1416,0.7167,0.1416,0.0401,0.0936,0.1119,0.1055,0.6962,0.064,0.539,0.5758,Pozuelo de Alarcón - 01.018,541078.774239528,682,3040.222751875645
13,28,115,01,019,1896,0.5211,0.4789,41.211,0.1646,0.663,0.1725,0.0786,0.1245,0.1149,0.108,0.6307,0.0727,0.5076,0.5473,Pozuelo de Alarcón - 01.019,2904943.21408132,710,652.6805724839639
13,28,115,01,020,1488,0.5161,0.4839,42.6593,0.1532,0.6438,0.203,0.1566,0.2285,0.0921,0.0905,0.6175,0.0503,0.4643,0.4889,Pozuelo de Alarcón - 01.020,2610349.55226858,711,570.038598358148
13,28,115,01,021,1473,0.5261,0.4739,44.2919,0.1358,0.6429,0.2213,0.1351,0.1914,0.055,0.0503,0.4234,0.1097,0.491,0.5515,Pozuelo de Alarcón - 01.021,104143.877901816,693,14143.894290058086
13,28,115,01,022,1903,0.5123,0.4877,44.4383,0.1781,0.5476,0.2743,0.0909,0.1492,0.0729,0.0697,0.6304,0.0628,0.4297,0.4584,Pozuelo de Alarcón - 01.022,656261.72971769,682,2899.7576939594387
13,28,115,01,023,1457,0.5216,0.4784,44.1846,0.1482,0.6012,0.2505,0.0494,0.0906,0.0951,0.0919,0.7002,0.0689,0.4247,0.4561,Pozuelo de Alarcón - 01.023,147667.673245979,682,9866.749898422151
13,28,115,01,024,1046,0.5402,0.4598,43.2696,0.1568,0.63,0.2132,0.0822,0.1539,0.1032,0.0998,0.6383,0.0511,0.4422,0.466,Pozuelo de Alarcón - 01.024,1532954.16415797,711,682.342645629301
13,28,115,01,025,2065,0.5303,0.4697,40.4232,0.1676,0.6998,0.1327,0.0455,0.0906,0.1169,0.1088,0.7126,0.0599,0.5573,0.5928,Pozuelo de Alarcón - 01.025,134341.250000389,693,15371.302559668116
13,28,115,01,026,1939,0.5199,0.4801,41.0609,0.1429,0.7163,0.1408,0.0923,0.1516,0.1041,0.0987,0.6895,0.0782,0.5463,0.5927,Pozuelo de Alarcón - 01.026,168670.151709119,693,11495.809900876346
13,28,115,01,027,1194,0.5243,0.4757,43.8702,0.1323,0.6449,0.2228,0.0444,0.0963,0.1014,0.0965,0.6911,0.0548,0.499,0.528,Pozuelo de Alarcón - 01.027,104682.393915237,682,11405.929453302346
13,28,115,01,028,2721,0.5002,0.4998,35.9783,0.2407,0.6821,0.0772,0.0621,0.1029,0.1012,0.0939,0.6772,0.0497,0.6297,0.6626,Pozuelo de Alarcón - 01.028,6018746.01628666,701,452.08752664375646
13,28,115,01,029,2341,0.5002,0.4998,36.8919,0.2136,0.7108,0.0756,0.0461,0.0752,0.1244,0.1152,0.6649,0.0447,0.6263,0.6556,Pozuelo de Alarcón - 01.029,632723.278112559,682,3699.8796803925143
13,28,115,01,030,1245,0.5076,0.4924,42.4064,0.1261,0.7165,0.1574,0.061,0.1028,0.1324,0.1287,0.6756,0.0713,0.5147,0.5542,Pozuelo de Alarcón - 01.030,83962.9470964983,682,14827.969277556755
13,28,115,01,031,2929,0.5306,0.4694,35.7381,0.2117,0.7108,0.0775,0.125,0.2243,0.11,0.1083,0.6301,0.0325,0.5669,0.586,Pozuelo de Alarcón - 01.031,3466957.06415882,701,844.8330757481282
13,28,115,02,001,1673,0.5284,0.4716,42.7107,0.1949,0.5804,0.2247,0.0634,0.1195,0.098,0.0906,0.6637,0.0503,0.4766,0.5019,Pozuelo de Alarcón - 02.001,360829.845860642,680,4636.534419733498
13,28,115,02,002,2333,0.5332,0.4668,40.0133,0.2002,0.6284,0.1715,0.1149,0.1822,0.0782,0.0697,0.5552,0.0899,0.5155,0.5665,Pozuelo de Alarcón - 02.002,414231.380705342,663,5632.117962737234
13,28,115,02,003,1696,0.5466,0.4534,42.7134,0.1645,0.6415,0.194,0.1456,0.2583,0.0558,0.0445,0.4171,0.1159,0.5116,0.5787,Pozuelo de Alarcón - 02.003,60314.1184816152,680,28119.452670388782
13,28,115,02,004,1639,0.5241,0.4759,41.5204,0.1769,0.6254,0.1977,0.0897,0.1354,0.1053,0.0979,0.6501,0.0818,0.4744,0.5167,Pozuelo de Alarcón - 02.004,216592.602543514,680,7567.202114720047
13,28,115,02,005,1939,0.5193,0.4807,42.4064,0.2022,0.5585,0.2393,0.0542,0.0933,0.0763,0.0685,0.6361,0.0716,0.4777,0.5145,Pozuelo de Alarcón - 02.005,249997.79533221,680,7756.068398216705
13,28,115,02,006,1771,0.5421,0.4579,41.5963,0.1993,0.6047,0.1959,0.061,0.1169,0.0818,0.0776,0.6819,0.0586,0.5099,0.5416,Pozuelo de Alarcón - 02.006,301098.090963909,663,5881.8041467166895
13,28,115,02,007,1955,0.5289,0.4711,41.11,0.1734,0.6373,0.1893,0.0962,0.1647,0.1231,0.1151,0.6473,0.0688,0.4858,0.5217,Pozuelo de Alarcón - 02.007,291421.046821652,680,6708.506545158517
13,28,115,02,008,1524,0.5157,0.4843,42.3661,0.1804,0.586,0.2336,0.0702,0.1155,0.0897,0.0841,0.6621,0.0684,0.4796,0.5148,Pozuelo de Alarcón - 02.008,214556.194716328,663,7103.034251772275
13,28,115,02,009,1744,0.5138,0.4862,45.6812,0.1525,0.574,0.2735,0.0596,0.1089,0.0785,0.0758,0.6279,0.0614,0.4553,0.4851,Pozuelo de Alarcón - 02.009,225171.623672252,663,7745.203287863994
13,28,115,02,010,2003,0.4953,0.5047,39.4873,0.2152,0.6321,0.1528,0.1578,0.2431,0.0611,0.0573,0.6698,0.0481,0.5534,0.5814,Pozuelo de Alarcón - 02.010,4204874.02651373,675,476.3519637853916
13,28,115,02,011,729,0.4993,0.5007,44.6722,0.144,0.5844,0.2716,0.0562,0.0905,0.0929,0.0897,0.7067,0.0542,0.4471,0.4728,Pozuelo de Alarcón - 02.011,230997.917787928,680,3155.872602580222
13,28,115,02,012,1822,0.5203,0.4797,42.4374,0.1729,0.6142,0.213,0.0675,0.1317,0.0929,0.0869,0.6762,0.0616,0.4652,0.4957,Pozuelo de Alarcón - 02.012,334506.473314036,680,5446.830316761914
13,28,115,02,013,2485,0.5199,0.4801,39.4644,0.1847,0.6777,0.1376,0.0588,0.0994,0.1209,0.1125,0.6984,0.0629,0.5518,0.5888,Pozuelo de Alarcón - 02.013,242740.67073584,663,10237.26264110177
13,28,115,02,014,1990,0.5387,0.4613,41.8663,0.1442,0.7,0.1558,0.0739,0.1427,0.1086,0.1022,0.6923,0.0884,0.5208,0.5713,Pozuelo de Alarcón - 02.014,276702.61021693,675,7191.836746461765
13,28,115,02,015,961,0.5036,0.4964,43.7565,0.1498,0.6264,0.2237,0.0822,0.1249,0.0869,0.0759,0.6144,0.0843,0.492,0.5373,Pozuelo de Alarcón - 02.015,191035.910527814,680,5030.467818039274
13,28,115,02,016,1706,0.5363,0.4637,41.8376,0.1671,0.6325,0.2005,0.0563,0.1008,0.0781,0.069,0.6397,0.0593,0.5355,0.5693,Pozuelo de Alarcón - 02.016,273468.374438792,680,6238.38132471819
13,28,115,02,017,922,0.5054,0.4946,46.2072,0.1247,0.6226,0.2527,0.0586,0.1052,0.0582,0.052,0.5291,0.0751,0.4734,0.5118,Pozuelo de Alarcón - 02.017,145024.208592327,663,6357.5592582049885
13,28,115,02,018,1887,0.5363,0.4637,41.4573,0.1775,0.6476,0.1749,0.053,0.0986,0.0941,0.0889,0.6978,0.0619,0.5464,0.5825,Pozuelo de Alarcón - 02.018,116246.562631238,675,16232.738046509046
13,28,115,02,019,1514,0.5383,0.4617,37.4168,0.2067,0.6968,0.0964,0.0456,0.0898,0.1366,0.1249,0.7161,0.0612,0.5878,0.6261,Pozuelo de Alarcón - 02.019,95380.3900409673,663,15873.283799214016
